Mods count: 58
 
jar name                                                                     | mod id (isMCreator)                                | mixin configs
    /META-INF/jars/block_extensions-6.3.0+1.20.1.jar                         |                                                    | quilt_block_extensions.mixins.json
    /META-INF/jars/chat-6.3.0+1.20.1.jar                                     |                                                    | quilt_chat.mixins.json
    /META-INF/jars/client_command-6.3.0+1.20.1.jar                           |                                                    | quilt_client_command.mixins.json
    /META-INF/jars/command-6.3.0+1.20.1.jar                                  |                                                    | quilt_command.mixins.json
    /META-INF/jars/crash_info-6.3.0+1.20.1.jar                               |                                                    | quilt_crash_info.mixins.json
    /META-INF/jars/data_callback-6.3.0+1.20.1.jar                            |                                                    | 
    /META-INF/jars/dimension-6.3.0+1.20.1.jar                                |                                                    | quilt_dimension.mixins.json
    /META-INF/jars/entity-6.3.0+1.20.1.jar                                   |                                                    | quilt_entity.mixins.json
    /META-INF/jars/entity_events-6.3.0+1.20.1.jar                            |                                                    | quilt_entity_events.mixins.json
    /META-INF/jars/entity_networking-6.3.0+1.20.1.jar                        |                                                    | quilt_entity_networking.mixins.json
    /META-INF/jars/entity_rendering-6.3.0+1.20.1.jar                         |                                                    | quilt_entity_rendering.mixins.json
    /META-INF/jars/item_content_registry-6.3.0+1.20.1.jar                    |                                                    | quilt_item_content_registry.mixins.json
    /META-INF/jars/item_extensions-6.3.0+1.20.1.jar                          |                                                    | quilt_item_extensions.mixins.json
    /META-INF/jars/item_setting-6.3.0+1.20.1.jar                             |                                                    | quilt_item_setting.mixins.json
    /META-INF/jars/lifecycle_events-6.3.0+1.20.1.jar                         |                                                    | quilt_lifecycle_events.mixins.json
    /META-INF/jars/multipart-6.3.0+1.20.1.jar                                |                                                    | quilt_entity_multipart.mixins.json
    /META-INF/jars/networking-6.3.0+1.20.1.jar                               |                                                    | quilt_networking.mixins.json
    /META-INF/jars/point_of_interest-6.3.0+1.20.1.jar                        |                                                    | quilt_point_of_interest.mixins.json
    /META-INF/jars/qsl_base-6.3.0+1.20.1.jar                                 |                                                    | quilt_base.mixins.json
    /META-INF/jars/quilted_fabric_api_base-7.7.0.jar                         |                                                    | 
    /META-INF/jars/quilted_fabric_api_lookup_api_v1-7.7.0.jar                |                                                    | quilted_fabric_api_lookup_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_biome_api_v1-7.7.0.jar                     |                                                    | quilted_fabric_biome_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_block_api_v1-7.7.0.jar                     |                                                    | quilted_fabric_block_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_block_view_api_v2-7.7.0.jar                |                                                    | quilted_fabric_block_view_api_v2.client.mixins.json, quilted_fabric_block_view_api_v2.mixins.json
    /META-INF/jars/quilted_fabric_blockrenderlayer_v1-7.7.0.jar              |                                                    | quilted_fabric_blockrenderlayer_v1.mixins.json
    /META-INF/jars/quilted_fabric_client_tags_api_v1-7.7.0.jar               |                                                    | 
    /META-INF/jars/quilted_fabric_command_api_v1-7.7.0.jar                   |                                                    | 
    /META-INF/jars/quilted_fabric_command_api_v2-7.7.0.jar                   |                                                    | quilted_fabric_command_api_v2.client.mixins.json, quilted_fabric_command_api_v2.mixins.json
    /META-INF/jars/quilted_fabric_commands_v0-7.7.0.jar                      |                                                    | 
    /META-INF/jars/quilted_fabric_containers_v0-7.7.0.jar                    |                                                    | quilted_fabric_containers_v0.mixins.json, quilted_fabric_containers_v0.accurate.mixins.json
    /META-INF/jars/quilted_fabric_content_registries_v0-7.7.0.jar            |                                                    | quilted_fabric_content_registries_v0.mixins.json
    /META-INF/jars/quilted_fabric_convention_tags_v1-7.7.0.jar               |                                                    | 
    /META-INF/jars/quilted_fabric_crash_report_info_v1-7.7.0.jar             |                                                    | 
    /META-INF/jars/quilted_fabric_data_attachment_api_v1-7.7.0.jar           |                                                    | quilted_fabric_data_attachment_api_v1.mixins.json, quilted_fabric_data_attachment_api_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_data_generation_api_v1-7.7.0.jar           |                                                    | quilted_fabric_data_generation_api_v1.client.mixins.json, quilted_fabric_data_generation_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_dimensions_v1-7.7.0.jar                    |                                                    | quilted_fabric_dimensions_v1.mixins.json
    /META-INF/jars/quilted_fabric_entity_events_v1-7.7.0.jar                 |                                                    | quilted_fabric_entity_events_v1.mixins.json, quilted_fabric_entity_events_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_events_interaction_v0-7.7.0.jar            |                                                    | quilted_fabric_events_interaction_v0.mixins.json, quilted_fabric_events_interaction_v0.client.mixins.json
    /META-INF/jars/quilted_fabric_events_lifecycle_v0-7.7.0.jar              |                                                    | 
    /META-INF/jars/quilted_fabric_game_rule_api_v1-7.7.0.jar                 |                                                    | quilted_fabric_game_rule_api_v1.mixins.json, quilted_fabric_game_rule_api_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_item_api_v1-7.7.0.jar                      |                                                    | quilted_fabric_item_api_v1.client.mixins.json, quilted_fabric_item_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_item_group_api_v1-7.7.0.jar                |                                                    | quilted_fabric_item_group_api_v1.mixins.json, quilted_fabric_item_group_api_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_key_binding_api_v1-7.7.0.jar               |                                                    | quilted_fabric_key_binding_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_keybindings_v0-7.7.0.jar                   |                                                    | 
    /META-INF/jars/quilted_fabric_lifecycle_events_v1-7.7.0.jar              |                                                    | quilted_fabric_lifecycle_events_v1.client.mixins.json, quilted_fabric_lifecycle_events_v1.mixins.json
    /META-INF/jars/quilted_fabric_loot_api_v2-7.7.0.jar                      |                                                    | quilted_fabric_loot_api_v2.mixins.json
    /META-INF/jars/quilted_fabric_loot_tables_v1-7.7.0.jar                   |                                                    | quilted_fabric_loot_tables_v1.mixins.json
    /META-INF/jars/quilted_fabric_message_api_v1-7.7.0.jar                   |                                                    | quilted_fabric_message_api_v1.mixins.json, quilted_fabric_message_api_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_mining_level_api_v1-7.7.0.jar              |                                                    | quilted_fabric_mining_level_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_model_loading_api_v1-7.7.0.jar             |                                                    | quilted_fabric_model_loading_v1.mixins.json
    /META-INF/jars/quilted_fabric_models_v0-7.7.0.jar                        |                                                    | 
    /META-INF/jars/quilted_fabric_networking_api_v1-7.7.0.jar                |                                                    | quilted_fabric_networking_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_networking_v0-7.7.0.jar                    |                                                    | 
    /META-INF/jars/quilted_fabric_object_builder_api_v1-7.7.0.jar            |                                                    | quilted_fabric_object_builder_api_v1.mixins.json, quilted_fabric_object_builder_api_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_particles_v1-7.7.0.jar                     |                                                    | quilted_fabric_particles_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_recipe_api_v1-7.7.0.jar                    |                                                    | quilted_fabric_recipe_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_registry_sync_v0-7.7.0.jar                 |                                                    | quilted_fabric_registry_sync_v0.client.mixins.json, quilted_fabric_registry_sync_v0.mixins.json
    /META-INF/jars/quilted_fabric_renderer_api_v1-7.7.0.jar                  |                                                    | quilted_fabric_renderer_api_v1.debughud.mixins.json, quilted_fabric_renderer_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_renderer_indigo-7.7.0.jar                  |                                                    | quilted_fabric_renderer_indigo.mixins.json
    /META-INF/jars/quilted_fabric_renderer_registries_v1-7.7.0.jar           |                                                    | 
    /META-INF/jars/quilted_fabric_rendering_data_attachment_v1-7.7.0.jar     |                                                    | quilted_fabric_rendering_data_attachment_v1.mixins.json, quilted_fabric_rendering_data_attachment_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_rendering_fluids_v1-7.7.0.jar              |                                                    | quilted_fabric_rendering_fluids_v1.mixins.json
    /META-INF/jars/quilted_fabric_rendering_v0-7.7.0.jar                     |                                                    | 
    /META-INF/jars/quilted_fabric_rendering_v1-7.7.0.jar                     |                                                    | quilted_fabric_rendering_v1.mixins.json
    /META-INF/jars/quilted_fabric_resource_conditions_api_v1-7.7.0.jar       |                                                    | quilted_fabric_resource_conditions_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_resource_loader_v0-7.7.0.jar               |                                                    | quilted_fabric_resource_loader_v0.mixins.json, quilted_fabric_resource_loader_v0.client.mixins.json
    /META-INF/jars/quilted_fabric_screen_api_v1-7.7.0.jar                    |                                                    | quilted_fabric_screen_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_screen_handler_api_v1-7.7.0.jar            |                                                    | quilted_fabric_screen_handler_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_sound_api_v1-7.7.0.jar                     |                                                    | quilted_fabric_sound_api_v1.client.mixins.json
    /META-INF/jars/quilted_fabric_transfer_api_v1-7.7.0.jar                  |                                                    | quilted_fabric_transfer_api_v1.mixins.json
    /META-INF/jars/quilted_fabric_transitive_access_wideners_v1-7.7.0.jar    |                                                    | 
    /META-INF/jars/recipe-6.3.0+1.20.1.jar                                   |                                                    | quilt_recipe.mixins.json
    /META-INF/jars/registry-6.3.0+1.20.1.jar                                 |                                                    | quilt_registry.mixins.json
    /META-INF/jars/registry_entry_attachment-6.3.0+1.20.1.jar                |                                                    | quilt_registry_entry_attachment.mixins.json
    /META-INF/jars/resource_loader-6.3.0+1.20.1.jar                          |                                                    | quilt_resource_loader.mixins.json
    /META-INF/jars/screen-6.3.0+1.20.1.jar                                   |                                                    | quilt_screen.mixins.json
    /META-INF/jars/status_effect-6.3.0+1.20.1.jar                            |                                                    | quilt_status_effect.mixins.json
    /META-INF/jars/surface_rule-6.3.0+1.20.1.jar                             |                                                    | quilt_surface_rule.mixins.json
    /META-INF/jars/tags-6.3.0+1.20.1.jar                                     |                                                    | quilt_tags.mixins.json
    /META-INF/jars/testing-6.3.0+1.20.1.jar                                  |                                                    | quilt_testing.mixins.json
    /META-INF/jars/tooltip-6.3.0+1.20.1.jar                                  |                                                    | quilt_tooltip.mixins.json
    /META-INF/jars/vehicle-6.3.0+1.20.1.jar                                  |                                                    | quilt_vehicle.mixins.json
    /META-INF/jars/villager-6.3.0+1.20.1.jar                                 |                                                    | quilt_villager.mixins.json
redirected-fabric-1.0.0-1.20.1.jar                                           | redirected                                         | mixins.redirected_forge_1.20.1.json, mixins.redirected_fabric_1.20.1.json, mixins.redirected_fabric_1.21.1.json, mixins.redirected_neoforge_1.21.1.json
resourcefullib-fabric-1.20.1-2.1.29.jar                                      | resourcefullib                                     | resourcefullib.mixins.json
    /META-INF/jars/yabn-1.0.3.jar                                            | com_teamresourceful_yabn                           | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                      | com_teamresourceful_bytecodecs                     | 
Searchables-fabric-1.20.1-1.0.3.jar                                          | searchables                                        | searchables.fabric.mixins.json, searchables.mixins.json
servercore-fabric-1.5.2+1.20.1.jar                                           | servercore                                         | servercore.fabric.mixins.json, servercore.common.mixins.json
    /META-INF/jars/dazzleconf-core-1.3.0-M2.jar                              | space_arim_dazzleconf_dazzleconf-core              | 
    /META-INF/jars/dazzleconf-ext-snakeyaml-1.3.0-M2.jar                     | space_arim_dazzleconf_dazzleconf-ext-snakeyaml     | 
    /META-INF/jars/fabric-permissions-api-0.3.1.jar                          | fabric-permissions-api-v0                          | 
    /META-INF/jars/placeholder-api-2.1.3+1.20.1.jar                          | placeholder-api                                    | 
    /META-INF/jars/snakeyaml-2.2.jar                                         | org_yaml_snakeyaml                                 | 
smoothchunk-fabric-1.20.1-4.1.jar                                            | smoothchunk                                        | smoothchunk.mixins.json
sodiumdynamiclights-fabric-1.0.10-1.20.1.jar                                 | sodiumdynamiclights                                | mixins.sodiumdynamiclights.json
    /META-INF/jars/forgeconfigapiport-fabric-8.0.0.jar                       | forgeconfigapiport                                 | forgeconfigapiport.common.mixins.json
sound-physics-remastered-fabric-1.20.1-1.5.1.jar                             | sound_physics_remastered                           | sound_physics_remastered.mixins.json
StorageDrawers-fabric-1.20.1-12.14.3.jar                                     | storagedrawers                                     | 
tcdcommons-3.12.3.3+fabric-1.20.1.jar                                        | tcdcommons                                         | tcdcommons.client.mixin.events.json, tcdcommons.client.mixin.hooks.json, tcdcommons.mixin.events.json, tcdcommons.mixin.hooks.json, tcdcommons.mixin.security.json
trinkets-3.7.2.jar                                                           | trinkets                                           | trinkets.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.0.jar                        | cardinal-components-base                           | 
    /META-INF/jars/cardinal-components-entity-5.2.0.jar                      | cardinal-components-entity                         | mixins.cardinal_components_entity.json
txnilib-fabric-1.0.24-1.20.1.jar                                             | txnilib                                            | mixins.txnilib.json
    /META-INF/jars/forgeconfigapiport-fabric-8.0.0.jar                       | forgeconfigapiport                                 | forgeconfigapiport.common.mixins.json
voicechat-fabric-1.20.1-2.6.6.jar                                            | voicechat                                          | voicechat.mixins.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a82.jar                     | fabric-api-base                                    | 
    /META-INF/jars/fabric-command-api-v2-2.2.11+b3afc78b82.jar               | fabric-command-api-v2                              | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da82.jar           | fabric-key-binding-api-v1                          | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b82.jar          | fabric-lifecycle-events-v1                         | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.8+b3afc78b82.jar             | fabric-networking-api-v1                           | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.7+f7923f6d82.jar           | fabric-resource-loader-v0                          | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/voicechat-api-2.6.0.jar                                   | voicechat_api                                      | 
waystones-fabric-1.20.1-14.1.17.jar                                          | waystones                                          | waystones.mixins.json
